Name,Country,Div Rank,Gender Rank,Overall Rank,Swim,Bike,Run,Finish,Points,T total,gender_rank_best_woman_after,gender
"Salzman, Daniel",USA,39,362,497,0:39:52,1:35:40,0:54:31,3:27:20,350,0:17:17,136,M
"Aquino, Rebecca",USA,22,136,498,0:47:52,1:35:09,0:58:57,3:27:42,350,0:05:44,137,F
"Crowell, Ken",USA,58,363,498,0:36:24,1:43:25,0:51:31,3:27:42,350,0:16:22,137,M
"Matousek, Evelyn",USA,19,137,500,0:49:27,1:42:49,0:46:50,3:27:43,350,0:08:37,138,F
"Poulton, Jeff",USA,28,364,501,0:45:04,1:27:16,0:59:48,3:27:59,350,0:15:51,138,M
"Cahill, Karl",IRL,57,365,502,0:40:23,1:37:35,0:58:34,3:28:19,350,0:11:47,138,M
"Durbin, Lawrence",USA,50,366,503,0:32:48,1:51:07,0:56:27,3:28:26,350,0:08:04,138,M
"Craig, David",USA,40,367,504,0:33:02,1:33:57,1:12:46,3:28:46,350,0:09:01,138,M
"Bruner, Cindi",USA,10,138,505,0:44:33,1:37:13,0:57:26,3:28:56,350,0:09:44,139,F
"Patel, Chirag",USA,51,368,506,0:53:35,1:32:55,0:52:52,3:28:58,350,0:09:36,139,M
"Atkinson, Cara",USA,7,139,507,0:29:50,1:48:29,0:59:35,3:28:59,350,0:11:05,140,F
"Rosenfeld, Eric",USA,16,369,508,0:58:21,1:35:46,0:47:17,3:29:55,350,0:08:31,140,M
"Villoria, Allen Ray",USA,56,370,509,0:34:05,1:29:38,1:16:28,3:30:08,350,0:09:57,140,M
"Grad, Laleaque",USA,18,140,510,0:42:21,1:40:45,0:57:10,3:30:16,350,0:10:00,141,F
"Porte, Ryan",USA,59,371,511,0:41:49,1:42:08,0:57:06,3:30:45,350,0:09:42,141,M
"Miyagi, Kei",JPN,60,372,512,0:36:54,1:44:21,1:00:12,3:31:19,350,0:09:52,141,M
"Asuncion, Allan Mark",USA,61,373,513,0:41:41,1:33:27,1:09:02,3:31:40,350,0:07:30,141,M
"Choat, Kevin",USA,58,374,514,0:47:01,1:26:47,1:01:21,3:31:41,350,0:16:32,141,M
"Adams, Carolyn",USA,28,141,515,0:34:34,1:49:46,0:54:55,3:32:23,350,0:13:08,142,F
"Gloster, Catherine",USA,19,142,516,0:44:47,1:40:57,0:54:34,3:33:08,350,0:12:50,143,F
"Buhl, Willard",USA,29,375,517,0:44:10,1:38:37,0:54:17,3:33:14,350,0:16:10,143,M
"Masalimova, Larisa",RUS,29,143,517,0:32:52,1:47:23,1:01:21,3:33:14,350,0:11:38,144,F
"Swagel, Steven",USA,41,376,519,0:35:00,1:36:27,1:10:11,3:34:01,350,0:12:23,144,M
"Thomas, Dawn",USA,20,144,520,0:37:29,1:43:44,1:00:29,3:34:04,350,0:12:22,145,F
"Bristol, Dandrae",USA,22,145,521,0:44:25,1:36:47,0:55:33,3:34:06,350,0:17:21,146,F
"Smith, Andy",USA,17,377,522,0:43:30,1:42:55,0:58:29,3:34:36,350,0:09:42,146,M
"Grubensky, Lindsay",USA,11,146,523,0:37:39,1:41:23,1:04:40,3:34:56,350,0:11:14,147,F
"Geary, Chandler",USA,8,147,524,0:31:46,1:55:51,1:00:09,3:36:01,350,0:08:15,148,F
"Cariaga, Christopher",USA,52,378,525,0:45:59,1:34:55,1:08:43,3:36:16,350,0:06:39,148,M
"Hassan, Tamer",USA,59,379,526,0:47:47,1:32:39,0:59:35,3:36:33,350,0:16:32,148,M
"Short, Barry",GBR,2,380,527,0:39:17,1:36:07,1:03:54,3:36:40,470,0:17:22,148,M
"Lowe, Amanda",USA,12,148,528,0:42:58,1:38:49,0:59:12,3:36:43,350,0:15:44,149,F
"Stotelmeyer, Jennifer",USA,21,149,529,0:30:54,1:51:05,1:04:31,3:36:56,350,0:10:26,150,F
"Hunter, Kim",USA,20,150,530,0:34:45,1:46:43,1:04:52,3:37:06,350,0:10:46,151,F
"Lott, Simeon",USA,60,381,531,0:37:32,1:36:32,1:08:47,3:37:28,350,0:14:37,151,M
"Nottingham, Reese",USA,62,382,532,0:47:23,1:46:29,0:55:44,3:37:38,350,0:08:02,151,M
"McComb, Paul",USA,57,383,533,0:39:03,1:36:58,1:11:41,3:38:25,350,0:10:43,151,M
"Blount, Jane",USA,23,151,534,0:28:47,2:00:09,1:03:26,3:39:37,350,0:07:15,152,F
"Hutchinson, Marcus",USA,42,384,535,1:05:24,1:27:39,0:58:03,3:39:47,350,0:08:41,152,M
"Rodriguez, Hector",USA,53,385,536,0:41:35,1:42:28,1:09:29,3:40:41,350,0:07:09,152,M
"Tavera, Oscar",COL,43,386,537,0:38:40,1:54:52,0:58:38,3:40:44,350,0:08:34,152,M
"Nimsger, Ryan",USA,44,387,538,0:40:10,1:54:31,0:54:04,3:41:28,350,0:12:43,152,M
"Martinez, Jimena",MEX,9,152,539,0:32:09,1:45:53,1:11:11,3:42:08,350,0:12:55,153,F
"Fasick, Hannah",USA,24,153,540,0:45:46,1:45:00,1:00:04,3:42:21,350,0:11:31,154,F
"Gustin, Andrew",USA,54,388,541,0:36:06,1:31:53,1:22:56,3:42:39,350,0:11:44,154,M
"Thorn, Gordon",USA,42,389,542,0:36:46,1:42:44,1:11:35,3:42:45,350,0:11:40,154,M
"Holmes, Phil",USA,61,390,543,0:40:21,1:39:06,1:09:29,3:43:13,350,0:14:17,154,M
"Vizon, Roli",USA,63,391,544,0:58:23,1:26:17,1:09:36,3:43:34,350,0:09:18,154,M
"Maggioni, Matteo",USA,64,392,545,0:43:30,1:51:54,0:58:03,3:43:42,350,0:10:15,154,M
"Jones, Deborah",USA,23,154,546,0:43:00,1:42:37,1:08:09,3:43:46,350,0:10:00,155,F
"Pray, Gary",USA,43,393,547,0:42:30,1:37:23,1:10:01,3:43:52,350,0:13:58,155,M
"Lee, Marvin",USA,65,394,548,0:58:34,1:27:26,1:12:42,3:44:16,350,0:05:34,155,M
"Martinez, Nate",PHL,62,395,549,0:47:35,1:34:51,1:07:15,3:44:59,350,0:15:18,155,M
"Keiper, Mark",USA,30,396,550,0:44:46,1:35:52,1:08:35,3:45:09,350,0:15:56,155,M
"Compton, Lara",USA,21,155,551,0:47:39,1:35:09,1:12:39,3:45:38,350,0:10:11,156,F
"Wehling, Stephen",USA,44,397,552,0:54:44,1:31:42,1:04:55,3:45:44,350,0:14:23,156,M
"Blumberg, Ivy",USA,12,156,553,0:37:08,2:00:07,0:56:11,3:46:03,350,0:12:37,157,F
"Gopez Johnson, Jane",USA,22,157,554,0:45:14,1:42:21,1:08:03,3:46:26,350,0:10:48,158,F
"Epps, Sheri",USA,13,158,555,0:45:25,1:46:38,1:05:05,3:46:31,350,0:09:23,159,F
"Mitchell, Laura",USA,14,159,556,0:36:19,1:34:06,1:26:16,3:46:52,350,0:10:11,160,F
"Marks, Michael",USA,63,398,557,0:47:56,1:27:02,1:16:15,3:47:48,350,0:16:35,160,M
"Hardcastle, Cleve",USA,64,399,558,0:44:44,1:39:31,1:09:21,3:47:49,350,0:14:13,160,M
"Young, Natasha",USA,23,160,559,0:48:34,1:47:28,0:58:12,3:48:56,350,0:14:42,161,F
"Workman, Caitlin",USA,30,161,560,0:38:24,1:46:40,1:10:17,3:49:02,350,0:13:41,162,F
"Shuster, Sterling",USA,25,162,561,0:47:34,1:48:12,1:04:22,3:49:22,350,0:09:14,163,F
"Youngberg, David",USA,45,400,562,0:41:58,1:34:41,1:17:15,3:50:18,350,0:16:24,163,M
"Holman, Iii, John",USA,1,401,563,0:38:56,1:41:11,1:22:31,3:50:54,1000,0:08:16,163,M
"Coey, Wayne",USA,16,402,564,0:40:06,1:43:42,1:11:30,3:51:41,350,0:16:23,163,M
"Shaw, Sue",USA,24,163,564,0:40:07,1:43:46,1:11:30,3:51:41,350,0:16:18,164,F
"Pasternak, David",USA,66,403,566,0:45:34,1:41:27,1:05:37,3:52:03,350,0:19:25,164,M
"Garcia, Liz A.",USA,24,164,567,0:33:35,1:53:22,1:17:51,3:52:11,350,0:07:23,165,F
"Paulding, Jennifer",USA,31,165,568,0:36:14,1:55:37,1:10:29,3:52:57,350,0:10:37,166,F
"Velazco, Hazel",USA,25,166,569,0:48:58,1:39:59,1:09:06,3:53:27,350,0:15:24,167,F
"Merrill, Chelsea",USA,26,167,570,0:36:20,1:53:31,1:05:18,3:53:41,350,0:18:32,168,F
"Thorn, Jennifer",USA,25,168,571,0:44:16,1:44:45,1:11:30,3:53:42,350,0:13:11,169,F
"Fontillas Ronk, Madeleine",USA,26,169,572,0:39:54,1:39:58,1:17:07,3:54:01,350,0:17:02,170,F
"Bickford, Jackie",USA,15,170,573,0:45:30,1:41:46,1:18:16,3:54:06,350,0:08:34,171,F
"Atocha, Melissa",USA,27,171,574,0:59:32,1:43:57,1:02:45,3:55:25,350,0:09:11,172,F
"Aquino, Rodel",USA,67,404,575,0:53:17,1:34:13,1:17:59,3:55:40,350,0:10:11,172,M
"Prouse, Shervic",USA,22,172,576,0:47:50,1:52:26,1:05:52,3:57:06,350,0:10:58,173,F
"Jones, Glenn",USA,3,405,577,0:35:58,1:39:17,1:22:50,3:58:10,350,0:20:05,173,M
"Hickman, Josh",USA,58,406,578,0:42:38,1:59:18,1:04:47,3:58:20,350,0:11:37,173,M
"Luke, Kristen",USA,13,173,579,0:42:35,1:47:10,1:12:28,3:58:35,350,0:16:22,174,F
"Greene, Rhys",USA,46,407,580,0:44:13,1:41:41,1:17:56,3:59:13,350,0:15:23,174,M
"Arnold, Amber",USA,32,174,581,0:41:46,1:41:30,1:28:58,4:00:08,350,0:07:54,175,F
"Higgins, Pauline",USA,2,175,582,0:50:31,1:39:43,1:17:54,4:00:44,350,0:12:36,176,F
"Von Hipple, Sarah",USA,23,176,583,0:50:33,1:40:28,1:16:11,4:01:16,350,0:14:04,177,F
"Moehlis, Allison",USA,26,177,584,0:47:48,1:55:46,1:05:36,4:01:44,350,0:12:34,178,F
"Livolsi, Carla",USA,24,178,585,1:01:14,1:42:25,1:10:39,4:02:05,350,0:07:47,179,F
"Henkle, Lisa",USA,25,179,586,0:47:50,2:04:54,0:54:26,4:02:52,350,0:15:42,180,F
"CHEE, JAMES",PHL,65,408,587,0:52:03,1:39:30,1:17:21,4:03:47,350,0:14:53,180,M
"Murray, George",USA,4,409,588,0:40:18,1:49:02,1:16:09,4:04:31,350,0:19:02,180,M
"Despain, Whitney",USA,26,180,589,0:53:34,1:35:38,1:25:05,4:04:45,350,0:10:28,181,F
"goodman, john",USA,31,410,590,0:48:08,1:55:14,1:09:54,4:05:37,350,0:12:21,181,M
"Stevens, David",USA,59,411,591,0:37:48,1:37:51,1:36:47,4:06:09,350,0:13:43,181,M
"Aston, Deborah",USA,27,181,592,0:35:24,1:47:32,1:32:51,4:07:42,350,0:11:55,182,F
"newell, monet",USA,27,182,593,0:43:51,1:48:56,1:23:17,4:07:45,350,0:11:41,183,F
"Greenfield, Hayley",USA,28,183,594,0:31:52,1:49:35,1:37:38,4:07:47,350,0:08:42,184,F
"Hall, Tim",USA,66,412,595,0:42:31,1:51:09,1:19:35,4:08:32,350,0:15:17,184,M
"Kerschner Iii, Harrison",USA,8,413,596,0:40:04,1:42:12,1:28:00,4:09:03,350,0:18:47,184,M
"Florez, Anthony",USA,55,414,597,0:53:27,1:42:39,1:25:24,4:10:37,350,0:09:07,184,M
"Rocha, Graciela",USA,28,184,598,0:59:57,1:44:50,1:15:54,4:11:02,350,0:10:21,185,F
"Kakowski, Seth",USA,18,415,599,0:40:14,2:14:26,1:06:07,4:11:51,350,0:11:04,185,M
"Scott, Brian",USA,68,416,600,0:40:01,1:52:41,1:27:31,4:12:03,350,0:11:50,185,M
"Temple, Hunter",USA,2,417,601,0:42:33,1:41:08,1:37:04,4:12:48,540,0:12:03,185,M
"Belsky, Xanthe",USA,27,185,602,0:47:43,1:40:18,1:35:29,4:13:11,350,0:09:41,186,F
"Simpson, Tani",USA,4,186,603,0:50:18,1:50:40,1:26:22,4:16:53,350,0:09:33,187,F
"Lawson, Eric",USA,60,418,604,0:39:16,2:36:44,0:52:12,4:16:57,350,0:08:45,187,M
"Choat, Carmen",USA,29,187,605,0:48:05,1:55:47,1:22:03,4:19:47,350,0:13:52,188,F
"Horton, Jody",USA,16,188,606,1:00:09,1:43:30,1:22:19,4:19:50,350,0:13:52,189,F
"Shahenian, Aaron",USA,56,419,607,0:49:57,1:43:40,1:31:54,4:20:15,350,0:14:44,189,M
"Cartwright, Andrew",USA,67,420,608,1:04:40,1:46:03,1:20:00,4:21:43,350,0:11:00,189,M
"Gonzales, Jose",USA,47,421,609,0:56:24,1:52:13,1:30:12,4:30:23,350,0:11:34,189,M
"Pizarro, Gerard",USA,48,422,610,0:47:28,1:58:24,1:24:41,4:30:47,350,0:20:14,189,M
"Diianni, Will",USA,45,423,611,0:38:14,2:03:00,1:39:21,4:32:06,350,0:11:31,189,M
"Hill, Jeany",USA,30,189,612,0:48:04,2:08:55,1:46:10,4:54:40,350,0:11:31,0,M
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
